VIDEO,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_pencil/put_the_cup_touching_the_pencil-2017-03-18-162535.mp4,put the cup in_front the pencil,move the cup,put the cup touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_pencil/put_the_disc_touching_the_pencil-2017-03-18-162559.mp4,put the disc touching the pencil,put the disc right the pencil,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_pencil/put_the_disc_touching_the_pencil-2017-03-18-162622.mp4,move the disc,put the disc on the pencil,put the disc touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_pencil/put_the_disc_touching_the_pencil-2017-03-18-162631.mp4,move the disc,put the disc touching the pencil,put the disc behind the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_pencil/put_the_book_touching_the_pencil-2017-03-18-162655.mp4,put the book in_front the pencil,move the book,put the book touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_pencil/put_the_book_touching_the_pencil-2017-03-18-162720.mp4,put the book touching the pencil,put the book behind the pencil,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_pencil/put_the_book_touching_the_pencil-2017-03-18-162744.mp4,put the book on the pencil,put the book touching the pencil,move the book
https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_pencil/put_the_blackboard_touching_the_pencil-2017-03-18-162828.mp4,move the blackboard,put the blackboard touching the pencil,put the blackboard left the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_pencil/put_the_blackboard_touching_the_pencil-2017-03-18-162838.mp4,put the blackboard touching the pencil,put the blackboard right the pencil,move the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_pencil/put_the_blackboard_touching_the_pencil-2017-03-18-162902.mp4,put the blackboard behind the pencil,put the blackboard touching the pencil,move the blackboard
https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_pencil/put_the_bottle_touching_the_pencil-2017-03-18-162926.mp4,put the bottle in_front the pencil,put the bottle touching the pencil,move the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_pencil/put_the_bottle_touching_the_pencil-2017-03-18-162949.mp4,put the bottle behind the pencil,move the bottle,put the bottle touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_pencil/put_the_bottle_touching_the_pencil-2017-03-18-163013.mp4,move the bottle,put the bottle touching the pencil,put the bottle on the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_pencil/put_the_grape_touching_the_pencil-2017-03-18-163036.mp4,move the grape,put the grape behind the pencil,put the grape touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_pencil/put_the_grape_touching_the_pencil-2017-03-18-163059.mp4,move the grape,put the grape touching the pencil,put the grape right the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_pencil/put_the_grape_touching_the_pencil-2017-03-18-163123.mp4,put the grape in_front the pencil,put the grape touching the pencil,move the grape
https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_pencil/put_the_apple_touching_the_pencil-2017-03-18-163146.mp4,move the apple,put the apple touching the pencil,put the apple left the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_pencil/put_the_apple_touching_the_pencil-2017-03-18-163211.mp4,move the apple,put the apple touching the pencil,put the apple left the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_pencil/put_the_apple_touching_the_pencil-2017-03-18-163235.mp4,put the apple right the pencil,put the apple touching the pencil,move the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_pencil/put_the_banana_touching_the_pencil-2017-03-18-163300.mp4,put the banana touching the pencil,move the banana,put the banana on the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_pencil/put_the_banana_touching_the_pencil-2017-03-18-163309.mp4,put the banana right the pencil,move the banana,put the banana touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_pencil/put_the_banana_touching_the_pencil-2017-03-18-163332.mp4,move the banana,put the banana behind the pencil,put the banana touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_pencil/put_the_bowl_touching_the_pencil-2017-03-18-163356.mp4,put the bowl touching the pencil,put the bowl behind the pencil,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_pencil/put_the_bowl_touching_the_pencil-2017-03-18-163427.mp4,put the bowl left the pencil,move the bowl,put the bowl touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_pencil/put_the_bowl_touching_the_pencil-2017-03-18-163449.mp4,put the bowl behind the pencil,put the bowl touching the pencil,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_pencil/put_the_knife_touching_the_pencil-2017-03-18-163516.mp4,put the knife touching the pencil,move the knife,put the knife in_front the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_pencil/put_the_knife_touching_the_pencil-2017-03-18-163525.mp4,move the knife,put the knife touching the pencil,put the knife left the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_pencil/put_the_knife_touching_the_pencil-2017-03-18-163541.mp4,move the knife,put the knife left the pencil,put the knife touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_pencil/put_the_paper_sheet_touching_the_pencil-2017-03-18-163559.mp4,move the paper sheet,put the paper sheet left the pencil,put the paper sheet touching the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_pencil/put_the_paper_sheet_touching_the_pencil-2017-03-18-163612.mp4,move the paper sheet,put the paper sheet touching the pencil,put the paper sheet right the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_pencil/put_the_paper_sheet_touching_the_pencil-2017-03-18-163620.mp4,put the paper sheet touching the pencil,move the paper sheet,put the paper sheet on the pencil
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_paper_sheet/put_the_plate_touching_the_paper_sheet-2017-03-18-163630.mp4,put the plate touching the paper sheet,move the plate,put the plate in_front the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_paper_sheet/put_the_plate_touching_the_paper_sheet-2017-03-18-163639.mp4,put the plate in_front the paper sheet,move the plate,put the plate touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_paper_sheet/put_the_plate_touching_the_paper_sheet-2017-03-18-163649.mp4,move the plate,put the plate touching the paper sheet,put the plate behind the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_paper_sheet/put_the_cup_touching_the_paper_sheet-2017-03-18-163657.mp4,move the cup,put the cup left the paper sheet,put the cup touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_paper_sheet/put_the_cup_touching_the_paper_sheet-2017-03-18-163721.mp4,put the cup touching the paper sheet,move the cup,put the cup left the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_paper_sheet/put_the_cup_touching_the_paper_sheet-2017-03-18-163744.mp4,move the cup,put the cup touching the paper sheet,put the cup in_front the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_paper_sheet/put_the_disc_touching_the_paper_sheet-2017-03-18-163755.mp4,put the disc touching the paper sheet,move the disc,put the disc right the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_paper_sheet/put_the_disc_touching_the_paper_sheet-2017-03-18-163819.mp4,put the disc behind the paper sheet,put the disc touching the paper sheet,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_paper_sheet/put_the_disc_touching_the_paper_sheet-2017-03-18-163842.mp4,put the disc touching the paper sheet,put the disc left the paper sheet,move the disc
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_paper_sheet/put_the_book_touching_the_paper_sheet-2017-03-18-163906.mp4,put the book left the paper sheet,move the book,put the book touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_paper_sheet/put_the_book_touching_the_paper_sheet-2017-03-18-163931.mp4,move the book,put the book on the paper sheet,put the book touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_paper_sheet/put_the_book_touching_the_paper_sheet-2017-03-18-163939.mp4,put the book touching the paper sheet,move the book,put the book on the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_paper_sheet/put_the_blackboard_touching_the_paper_sheet-2017-03-18-171419.mp4,move the blackboard,put the blackboard right the paper sheet,put the blackboard touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_paper_sheet/put_the_blackboard_touching_the_paper_sheet-2017-03-18-171435.mp4,move the blackboard,put the blackboard behind the paper sheet,put the blackboard touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_paper_sheet/put_the_blackboard_touching_the_paper_sheet-2017-03-18-171459.mp4,move the blackboard,put the blackboard touching the paper sheet,put the blackboard behind the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_paper_sheet/put_the_bottle_touching_the_paper_sheet-2017-03-18-171523.mp4,put the bottle touching the paper sheet,put the bottle right the paper sheet,move the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_paper_sheet/put_the_bottle_touching_the_paper_sheet-2017-03-18-171547.mp4,put the bottle touching the paper sheet,move the bottle,put the bottle right the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_paper_sheet/put_the_bottle_touching_the_paper_sheet-2017-03-18-171611.mp4,put the bottle in_front the paper sheet,put the bottle touching the paper sheet,move the bottle
https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_paper_sheet/put_the_grape_touching_the_paper_sheet-2017-03-18-171635.mp4,put the grape on the paper sheet,move the grape,put the grape touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_paper_sheet/put_the_grape_touching_the_paper_sheet-2017-03-18-171642.mp4,put the grape on the paper sheet,move the grape,put the grape touching the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_paper_sheet/put_the_grape_touching_the_paper_sheet-2017-03-18-171649.mp4,move the grape,put the grape touching the paper sheet,put the grape behind the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_paper_sheet/put_the_apple_touching_the_paper_sheet-2017-03-18-171714.mp4,put the apple touching the paper sheet,move the apple,put the apple behind the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_paper_sheet/put_the_apple_touching_the_paper_sheet-2017-03-18-171725.mp4,put the apple touching the paper sheet,put the apple in_front the paper sheet,move the apple
https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_paper_sheet/put_the_apple_touching_the_paper_sheet-2017-03-18-171749.mp4,put the apple touching the paper sheet,move the apple,put the apple left the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_paper_sheet/put_the_banana_touching_the_paper_sheet-2017-03-18-171813.mp4,put the banana touching the paper sheet,move the banana,put the banana left the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_paper_sheet/put_the_banana_touching_the_paper_sheet-2017-03-18-171837.mp4,put the banana touching the paper sheet,move the banana,put the banana left the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_paper_sheet/put_the_banana_touching_the_paper_sheet-2017-03-18-171901.mp4,put the banana right the paper sheet,put the banana touching the paper sheet,move the banana
https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_paper_sheet/put_the_bowl_touching_the_paper_sheet-2017-03-18-171925.mp4,put the bowl touching the paper sheet,move the bowl,put the bowl left the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_paper_sheet/put_the_bowl_touching_the_paper_sheet-2017-03-18-171949.mp4,put the bowl touching the paper sheet,move the bowl,put the bowl left the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_paper_sheet/put_the_bowl_touching_the_paper_sheet-2017-03-18-172014.mp4,put the bowl in_front the paper sheet,move the bowl,put the bowl touching the paper sheet
